"id","suburb","street_code","postal_code","city","province","created_at","updated_at"
"9352","MONTANAPARK EXT 20","182","159","MONTANAPARK","Gauteng","2021-05-18 04:41:58","2021-05-18 04:41:58"
"9353","MONTANAPARK EXT 21","182","159","MONTANAPARK","Gauteng","2021-05-18 04:41:58","2021-05-18 04:41:58"
"9354","MONTANAPARK EXT 23","182","159","MONTANAPARK","Gauteng","2021-05-18 04:41:58","2021-05-18 04:41:58"
"9355","MONTANAPARK EXT 24","182","159","MONTANAPARK","Gauteng","2021-05-18 04:41:58","2021-05-18 04:41:58"
"9356","MONTANAPARK EXT 26","182","159","MONTANAPARK","Gauteng","2021-05-18 04:41:58","2021-05-18 04:41:58"
"9357","MONTANAPARK EXT 3","182","159","MONTANAPARK","Gauteng","2021-05-18 04:41:58","2021-05-18 04:41:58"
"9358","MONTANAPARK EXT 30","182","159","MONTANAPARK","Gauteng","2021-05-18 04:41:58","2021-05-18 04:41:58"
"9359","MONTANAPARK EXT 31","182","159","MONTANAPARK","Gauteng","2021-05-18 04:41:58","2021-05-18 04:41:58"
"9360","MONTANAPARK EXT 33","182","159","MONTANAPARK","Gauteng","2021-05-18 04:41:59","2021-05-18 04:41:59"
"9361","MONTANAPARK EXT 40","182","159","MONTANAPARK","Gauteng","2021-05-18 04:41:59","2021-05-18 04:41:59"
"9362","MONTANAPARK EXT 42","182","0","MONTANAPARK","Gauteng","2021-05-18 04:41:59","2021-05-18 04:41:59"
"9363","MONTANAPARK EXT 5","182","159","MONTANAPARK","Gauteng","2021-05-18 04:41:59","2021-05-18 04:41:59"
"9364","MONTANAPARK EXT 71","182","159","MONTANAPARK","Gauteng","2021-05-18 04:41:59","2021-05-18 04:41:59"
"9365","MONTANAPARK EXT 1","182","159","MONTANAPARK","Gauteng","2021-05-18 04:41:59","2021-05-18 04:52:15"
"9366","MONTANAPARK EXT 12","182","159","MONTANAPARK","Gauteng","2021-05-18 04:41:59","2021-05-18 04:52:15"
"9367","MONTANAPARK EXT 13","182","159","MONTANAPARK","Gauteng","2021-05-18 04:41:59","2021-05-18 04:52:15"
"9368","MONTANAPARK EXT 17","182","159","MONTANAPARK","Gauteng","2021-05-18 04:41:59","2021-05-18 04:52:15"
"9369","MONTANAPARK EXT 20","182","159","MONTANAPARK","Gauteng","2021-05-18 04:41:59","2021-05-18 04:52:15"
"9370","MONTANAPARK EXT 21","182","159","MONTANAPARK","Gauteng","2021-05-18 04:41:59","2021-05-18 04:52:15"
"9371","MONTANAPARK EXT 23","182","159","MONTANAPARK","Gauteng","2021-05-18 04:41:59","2021-05-18 04:52:15"
"9372","MONTANAPARK EXT 24","182","159","MONTANAPARK","Gauteng","2021-05-18 04:41:59","2021-05-18 04:52:15"
"9373","MONTANAPARK EXT 26","182","159","MONTANAPARK","Gauteng","2021-05-18 04:41:59","2021-05-18 04:52:15"
"9374","MONTANAPARK EXT 3","182","159","MONTANAPARK","Gauteng","2021-05-18 04:41:59","2021-05-18 04:52:15"
"9375","MONTANAPARK EXT 30","182","159","MONTANAPARK","Gauteng","2021-05-18 04:42:00","2021-05-18 04:52:15"
"9376","MONTANAPARK EXT 31","182","159","MONTANAPARK","Gauteng","2021-05-18 04:42:00","2021-05-18 04:52:15"
"9377","MONTANAPARK EXT 33","182","159","MONTANAPARK","Gauteng","2021-05-18 04:42:00","2021-05-18 04:52:15"
"9378","MONTANAPARK EXT 40","182","159","MONTANAPARK","Gauteng","2021-05-18 04:42:00","2021-05-18 04:52:16"
"9379","MONTANAPARK EXT 42","182","0","MONTANAPARK","Gauteng","2021-05-18 04:42:00","2021-05-18 04:52:16"
"9380","MONTANAPARK EXT 5","182","159","MONTANAPARK","Gauteng","2021-05-18 04:42:00","2021-05-18 04:52:16"
"9381","MONTANAPARK EXT 71","182","159","MONTANAPARK","Gauteng","2021-05-18 04:42:00","2021-05-18 04:52:16"
"9382","MONTCLAIR","4004","4061","DURBAN","Kwazulu Natal","2021-05-18 04:42:00","2021-05-18 04:42:00"
"9383","MONTCLAIR","7130","0","SOMERSET WEST","Western Cape","2021-05-18 04:42:00","2021-05-18 04:42:00"
"9384","MONTCLAIR","7785","0","MITCHELLS PLAIN","Western Cape","2021-05-18 04:42:00","2021-05-18 04:42:00"
"9385","MONTCLARE","2092","0","JOHANNESBURG","Gauteng","2021-05-18 04:42:00","2021-05-18 04:42:00"
"9386","MONTE BERTHA","6810","0","PORTERVILLE","Western Cape","2021-05-18 04:42:00","2021-05-18 04:42:00"
"9387","MONTE CARLO","0","4146","MALVERN","Kwazulu Natal","2021-05-18 04:42:00","2021-05-18 04:42:00"
"9388","MONTE VIDEO","7490","0","MATROOSFONTEIN","Western Cape","2021-05-18 04:42:00","2021-05-18 04:42:00"
"9389","MONTE VISTA","7460","7463","CAPE TOWN","Western Cape","2021-05-18 04:42:00","2021-05-18 04:42:00"
"9390","MONTEBELO","0","3242","OZWATINI","Kwazulu Natal","2021-05-18 04:42:00","2021-05-18 04:42:00"
"9391","MONTEREY EST","7806","0","CONSTANTIA","Western Cape","2021-05-18 04:42:01","2021-05-18 04:42:01"
